obs_id,site_code,obs_year,obs_value,arable_prop,area,clay1_mean,forest_prop,grassland_prop,k1_mean,limestone_prop,livestock_density,other_prop,precip_mean,rock1_mean,sand1_mean,silt1_mean,slope_mean,soc1_mean,stream_density,twi_mean,urban_prop,water_prop,wetland_prop
1,SJA0088000,2016,1.138,0.122,704297025.0,21.031,0.706,0.035,59.083,0.003,0.08,0.025,830.366,4.072,65.292,13.677,0.875,8.971,0.001,9.851,0.012,0.004,0.084
2,SJA0088000,2017,1.175,0.122,704297025.0,21.031,0.706,0.035,59.083,0.003,0.08,0.025,895.066,4.072,65.292,13.677,0.875,8.971,0.001,9.851,0.012,0.004,0.084
3,SJA0106000,2016,5.967,0.428,26553800.0,25.857,0.491,0.025,16.544,1.0,0.057,0.016,784.874,5.801,55.326,18.817,0.813,8.528,0.0,10.252,0.018,0.0,0.021
4,SJA0106000,2017,4.175,0.428,26553800.0,25.857,0.491,0.025,16.544,1.0,0.057,0.016,818.512,5.801,55.326,18.817,0.813,8.528,0.0,10.252,0.018,0.0,0.021
5,SJA0106000,2018,4.225,0.428,26553800.0,25.857,0.491,0.025,16.544,1.0,0.057,0.016,549.242,5.801,55.326,18.817,0.813,8.528,0.0,10.252,0.018,0.0,0.021
6,SJA0106000,2019,4.625,0.428,26553800.0,25.857,0.491,0.025,16.544,1.0,0.057,0.016,709.315,5.801,55.326,18.817,0.813,8.528,0.0,10.252,0.018,0.0,0.021
7,SJA0106000,2020,5.95,0.428,26553800.0,25.857,0.491,0.025,16.544,1.0,0.057,0.016,752.155,5.801,55.326,18.817,0.813,8.528,0.0,10.252,0.018,0.0,0.021
8,SJA0112000,2017,1.265,0.45,46671675.0,16.933,0.414,0.051,26.083,0.0,0.096,0.029,867.688,3.445,68.204,14.863,2.209,5.186,0.001,9.187,0.024,0.009,0.024
9,SJA0135000,2019,3.9,0.304,440956775.0,32.851,0.496,0.032,22.167,1.0,0.113,0.013,789.183,4.833,48.003,19.146,1.239,12.827,0.0,9.927,0.016,0.005,0.135
10,SJA0135000,2020,5.175,0.304,440956775.0,32.851,0.496,0.032,22.167,1.0,0.113,0.013,837.686,4.833,48.003,19.146,1.239,12.827,0.0,9.927,0.016,0.005,0.135
11,SJA0148000,2020,1.902,0.259,6058147575.0,24.511,0.561,0.041,37.835,0.44,0.113,0.021,840.909,2.551,58.263,17.226,1.117,9.521,0.001,9.825,0.021,0.007,0.086
12,SJA0228000,2017,1.87,0.295,86506875.0,27.287,0.404,0.037,22.929,1.0,0.06,0.037,876.107,3.297,52.259,20.454,1.257,12.29,0.001,9.651,0.05,0.007,0.17
13,SJA0277000,2017,3.85,0.441,287042300.0,29.568,0.45,0.036,9.47,1.0,0.195,0.014,847.407,3.325,45.579,24.853,0.854,10.214,0.001,10.301,0.017,0.003,0.039
14,SJA0301000,2016,3.817,0.281,631515650.0,30.927,0.601,0.03,19.0,0.994,0.059,0.016,851.279,2.837,50.536,18.537,1.136,11.99,0.001,10.055,0.012,0.003,0.056
15,SJA0301000,2017,3.025,0.281,631515650.0,30.927,0.601,0.03,19.0,0.994,0.059,0.016,804.907,2.837,50.536,18.537,1.136,11.99,0.001,10.055,0.012,0.003,0.056
16,SJA0301000,2018,2.73,0.281,631515650.0,30.927,0.601,0.03,19.0,0.994,0.059,0.016,568.079,2.837,50.536,18.537,1.136,11.99,0.001,10.055,0.012,0.003,0.056
17,SJA0301000,2019,2.55,0.281,631515650.0,30.927,0.601,0.03,19.0,0.994,0.059,0.016,720.401,2.837,50.536,18.537,1.136,11.99,0.001,10.055,0.012,0.003,0.056
18,SJA0301000,2020,3.4,0.281,631515650.0,30.927,0.601,0.03,19.0,0.994,0.059,0.016,757.503,2.837,50.536,18.537,1.136,11.99,0.001,10.055,0.012,0.003,0.056
19,SJA0326004,2016,1.175,0.304,332984600.0,16.796,0.52,0.066,55.464,0.0,0.093,0.021,880.892,2.534,71.358,11.845,3.007,6.408,0.001,8.48,0.028,0.019,0.043
20,SJA0400000,2020,1.325,0.093,37617350.0,19.343,0.413,0.188,71.26,0.956,0.0,0.117,815.553,13.939,65.275,15.382,1.62,10.253,0.001,9.403,0.149,0.008,0.031
21,SJA0430000,2016,3.86,0.296,738886400.0,29.768,0.582,0.033,18.214,0.995,0.063,0.018,850.521,2.972,51.292,18.94,1.151,11.235,0.001,10.032,0.017,0.005,0.05
22,SJA0430000,2017,3.075,0.296,738886400.0,29.768,0.582,0.033,18.214,0.995,0.063,0.018,807.754,2.972,51.292,18.94,1.151,11.235,0.001,10.032,0.017,0.005,0.05
23,SJA0430000,2018,2.698,0.296,738886400.0,29.768,0.582,0.033,18.214,0.995,0.063,0.018,567.963,2.972,51.292,18.94,1.151,11.235,0.001,10.032,0.017,0.005,0.05
24,SJA0430000,2019,2.75,0.296,738886400.0,29.768,0.582,0.033,18.214,0.995,0.063,0.018,720.462,2.972,51.292,18.94,1.151,11.235,0.001,10.032,0.017,0.005,0.05
25,SJA0430000,2020,4.35,0.296,738886400.0,29.768,0.582,0.033,18.214,0.995,0.063,0.018,755.966,2.972,51.292,18.94,1.151,11.235,0.001,10.032,0.017,0.005,0.05
26,SJA0451000,2020,3.05,0.227,1210862825.0,28.022,0.576,0.04,45.514,0.824,0.065,0.021,833.123,3.95,56.929,15.049,1.298,11.479,0.0,9.751,0.017,0.009,0.11
27,SJA0561000,2017,4.0,0.404,226442825.0,30.177,0.483,0.04,9.325,1.0,0.13,0.013,845.871,3.392,45.707,24.116,0.816,10.436,0.0,10.352,0.015,0.002,0.042
28,SJA0664000,2016,2.057,0.324,327415225.0,16.609,0.525,0.057,58.004,0.0,0.182,0.023,875.182,2.638,72.166,11.225,3.187,6.426,0.001,8.478,0.028,0.009,0.035
29,SJA0664000,2017,1.167,0.324,327415225.0,16.609,0.525,0.057,58.004,0.0,0.182,0.023,832.186,2.638,72.166,11.225,3.187,6.426,0.001,8.478,0.028,0.009,0.035
30,SJA0664000,2018,1.269,0.324,327415225.0,16.609,0.525,0.057,58.004,0.0,0.182,0.023,586.319,2.638,72.166,11.225,3.187,6.426,0.001,8.478,0.028,0.009,0.035
31,SJA0664000,2019,1.26,0.324,327415225.0,16.609,0.525,0.057,58.004,0.0,0.182,0.023,713.961,2.638,72.166,11.225,3.187,6.426,0.001,8.478,0.028,0.009,0.035
32,SJA0664000,2020,1.303,0.324,327415225.0,16.609,0.525,0.057,58.004,0.0,0.182,0.023,719.066,2.638,72.166,11.225,3.187,6.426,0.001,8.478,0.028,0.009,0.035
33,SJA0680000,2017,5.125,0.347,142521850.0,22.883,0.535,0.045,37.001,1.0,0.188,0.017,738.216,5.538,60.394,16.723,0.931,8.716,0.0,9.941,0.017,0.001,0.037
34,SJA0680000,2018,2.975,0.347,142521850.0,22.883,0.535,0.045,37.001,1.0,0.188,0.017,569.222,5.538,60.394,16.723,0.931,8.716,0.0,9.941,0.017,0.001,0.037
35,SJA0706000,2016,1.855,0.298,1045248875.0,20.58,0.459,0.08,49.16,0.0,0.081,0.026,863.501,2.589,66.251,13.168,2.873,7.477,0.001,8.65,0.029,0.017,0.025
36,SJA0813000,2020,3.25,0.452,40233750.0,18.856,0.395,0.076,11.639,0.983,0.096,0.023,787.364,7.143,59.994,21.15,2.916,6.031,0.0,9.019,0.033,0.007,0.014
37,SJA0903000,2020,1.145,0.206,265627850.0,28.408,0.515,0.051,45.941,0.669,0.023,0.029,819.272,4.394,56.382,15.21,1.21,12.003,0.0,9.916,0.019,0.018,0.161
38,SJA1010000,2019,1.285,0.035,36426200.0,33.192,0.472,0.03,52.464,0.607,0.0,0.073,830.78,1.247,51.601,15.207,1.543,14.633,0.001,9.359,0.34,0.006,0.045
39,SJA1210000,2019,3.036,0.277,473558800.0,22.452,0.597,0.046,47.8,0.853,0.101,0.016,736.511,4.78,63.826,13.722,1.441,8.892,0.0,9.782,0.014,0.003,0.047
40,SJA1210000,2020,4.2,0.277,473558800.0,22.452,0.597,0.046,47.8,0.853,0.101,0.016,755.537,4.78,63.826,13.722,1.441,8.892,0.0,9.782,0.014,0.003,0.047
41,SJA1301000,2016,2.775,0.497,108274800.0,19.814,0.366,0.069,32.397,0.0,0.213,0.023,841.004,4.602,65.446,14.74,2.176,6.351,0.001,8.945,0.035,0.002,0.008
42,SJA1321000,2016,3.117,0.142,20482150.0,42.314,0.633,0.023,11.418,1.0,0.0,0.012,830.753,1.994,37.844,19.842,1.217,17.985,0.0,9.821,0.009,0.003,0.178
43,SJA1323000,2019,2.0,0.278,135802925.0,23.839,0.56,0.031,21.102,0.603,0.015,0.014,844.634,4.1,55.922,20.239,0.777,9.453,0.0,10.208,0.016,0.012,0.089
44,SJA1334000,2017,2.68,0.249,102504825.0,16.778,0.63,0.047,61.974,1.0,0.061,0.025,834.579,2.493,68.97,14.252,0.807,6.652,0.0,9.793,0.014,0.003,0.032
45,SJA1334000,2019,4.575,0.249,102504825.0,16.778,0.63,0.047,61.974,1.0,0.061,0.025,847.041,2.493,68.97,14.252,0.807,6.652,0.0,9.793,0.014,0.003,0.032
46,SJA1361000,2016,1.195,0.089,591638725.0,24.643,0.702,0.031,36.952,1.0,0.006,0.015,893.075,1.638,52.575,22.782,0.917,10.513,0.001,9.941,0.008,0.005,0.15
47,SJA1361000,2017,0.97,0.089,591638725.0,24.643,0.702,0.031,36.952,1.0,0.006,0.015,804.745,1.638,52.575,22.782,0.917,10.513,0.001,9.941,0.008,0.005,0.15
48,SJA1361000,2018,0.839,0.089,591638725.0,24.643,0.702,0.031,36.952,1.0,0.006,0.015,574.131,1.638,52.575,22.782,0.917,10.513,0.001,9.941,0.008,0.005,0.15
49,SJA1361000,2019,0.852,0.089,591638725.0,24.643,0.702,0.031,36.952,1.0,0.006,0.015,728.7,1.638,52.575,22.782,0.917,10.513,0.001,9.941,0.008,0.005,0.15
50,SJA1361000,2020,1.022,0.089,591638725.0,24.643,0.702,0.031,36.952,1.0,0.006,0.015,748.378,1.638,52.575,22.782,0.917,10.513,0.001,9.941,0.008,0.005,0.15
51,SJA1389000,2019,3.975,0.437,84648575.0,21.777,0.396,0.037,32.395,1.0,0.573,0.025,845.231,4.55,59.178,19.046,1.155,7.926,0.0,9.833,0.039,0.004,0.062
52,SJA1417000,2020,3.1,0.253,420919500.0,22.82,0.626,0.039,48.98,0.895,0.087,0.014,754.186,4.587,63.594,13.586,1.439,9.055,0.0,9.768,0.013,0.003,0.052
53,SJA1456000,2018,1.7,0.226,41853625.0,20.399,0.543,0.076,55.069,0.385,0.002,0.045,610.491,7.369,63.158,16.443,1.307,8.237,0.001,9.537,0.06,0.004,0.046
54,SJA1456000,2020,1.75,0.226,41853625.0,20.399,0.543,0.076,55.069,0.385,0.002,0.045,903.106,7.369,63.158,16.443,1.307,8.237,0.001,9.537,0.06,0.004,0.046
55,SJA1460000,2020,4.05,0.267,119836875.0,22.841,0.609,0.032,50.752,0.993,0.132,0.025,835.771,3.962,64.165,12.994,1.441,9.226,0.0,9.728,0.019,0.006,0.042
56,SJA1550000,2020,6.175,0.492,55693625.0,19.501,0.338,0.089,18.046,0.976,0.07,0.02,798.098,8.187,59.94,20.559,2.202,6.475,0.0,9.422,0.023,0.002,0.037
57,SJA1579000,2019,2.275,0.3,94797950.0,26.879,0.404,0.039,22.661,1.0,0.055,0.039,836.325,3.311,52.951,20.17,1.26,12.188,0.001,9.647,0.055,0.008,0.155
58,SJA1642000,2017,1.522,0.13,235484950.0,31.692,0.497,0.026,33.265,1.0,0.015,0.009,852.958,2.235,49.719,18.589,0.75,13.77,0.0,10.131,0.007,0.024,0.307
59,SJA1688000,2017,2.4,0.158,50865875.0,26.267,0.583,0.028,47.884,1.0,0.034,0.012,842.697,3.515,59.474,14.26,0.888,11.01,0.0,10.165,0.012,0.063,0.143
60,SJA1731000,2020,0.75,0.099,483170175.0,25.686,0.715,0.027,42.143,0.647,0.015,0.015,734.418,3.503,55.941,18.373,0.945,10.788,0.0,9.952,0.011,0.008,0.126
61,SJA1764000,2016,11.933,0.735,11005600.0,18.103,0.182,0.04,12.4,1.0,0.091,0.006,788.83,6.565,59.037,22.859,1.187,4.255,0.0,10.359,0.036,0.0,0.001
62,SJA1807000,2016,4.075,0.336,21360300.0,27.155,0.474,0.067,38.769,1.0,0.026,0.028,687.568,3.851,56.454,16.392,0.983,9.292,0.0,9.855,0.023,0.003,0.07
63,SJA1807000,2017,2.592,0.336,21360300.0,27.155,0.474,0.067,38.769,1.0,0.026,0.028,816.259,3.851,56.454,16.392,0.983,9.292,0.0,9.855,0.023,0.003,0.07
64,SJA1807000,2018,7.275,0.336,21360300.0,27.155,0.474,0.067,38.769,1.0,0.026,0.028,571.902,3.851,56.454,16.392,0.983,9.292,0.0,9.855,0.023,0.003,0.07
65,SJA1819000,2020,1.398,0.273,188963275.0,31.913,0.448,0.061,27.877,0.886,0.033,0.034,816.556,5.497,50.813,17.274,1.241,12.792,0.0,10.031,0.024,0.007,0.155
66,SJA1861000,2016,2.9,0.298,926927675.0,29.674,0.579,0.035,17.808,0.988,0.089,0.017,846.362,3.37,50.872,19.455,1.141,10.93,0.001,9.998,0.018,0.005,0.048
67,SJA1921000,2017,2.23,0.271,50161100.0,23.382,0.578,0.053,39.381,1.0,0.04,0.025,825.708,2.844,59.221,17.398,0.935,8.153,0.0,9.73,0.015,0.003,0.055
68,SJA1934000,2016,1.778,0.243,213207725.0,22.994,0.552,0.053,52.092,0.705,0.069,0.078,963.134,4.079,62.105,14.901,1.263,8.852,0.0,9.745,0.056,0.004,0.014
69,SJA1934000,2017,1.642,0.243,213207725.0,22.994,0.552,0.053,52.092,0.705,0.069,0.078,875.257,4.079,62.105,14.901,1.263,8.852,0.0,9.745,0.056,0.004,0.014
70,SJA1934000,2018,1.626,0.243,213207725.0,22.994,0.552,0.053,52.092,0.705,0.069,0.078,653.149,4.079,62.105,14.901,1.263,8.852,0.0,9.745,0.056,0.004,0.014
71,SJA1934000,2019,1.692,0.243,213207725.0,22.994,0.552,0.053,52.092,0.705,0.069,0.078,817.298,4.079,62.105,14.901,1.263,8.852,0.0,9.745,0.056,0.004,0.014
72,SJA1934000,2020,1.6,0.243,213207725.0,22.994,0.552,0.053,52.092,0.705,0.069,0.078,771.754,4.079,62.105,14.901,1.263,8.852,0.0,9.745,0.056,0.004,0.014
73,SJA1953000,2020,3.005,0.479,98603275.0,19.724,0.356,0.086,15.247,0.962,0.079,0.021,793.528,7.754,59.503,20.773,2.481,6.476,0.0,9.266,0.028,0.004,0.027
74,SJA2004000,2018,0.65,0.0,6360450.0,41.281,0.428,0.0,35.352,1.0,0.0,0.0,619.804,0.006,41.163,17.555,0.632,20.613,0.001,10.492,0.0,0.0,0.572
75,SJA2031000,2016,1.072,0.257,209227725.0,17.394,0.564,0.069,59.104,0.0,0.086,0.022,880.48,2.195,71.169,11.434,3.286,6.813,0.001,8.271,0.024,0.02,0.045
76,SJA2031000,2017,0.857,0.257,209227725.0,17.394,0.564,0.069,59.104,0.0,0.086,0.022,861.803,2.195,71.169,11.434,3.286,6.813,0.001,8.271,0.024,0.02,0.045
77,SJA2031000,2018,0.842,0.257,209227725.0,17.394,0.564,0.069,59.104,0.0,0.086,0.022,597.817,2.195,71.169,11.434,3.286,6.813,0.001,8.271,0.024,0.02,0.045
78,SJA2043000,2017,5.775,0.712,22393000.0,28.925,0.191,0.008,9.907,1.0,0.452,0.015,846.406,3.154,47.188,23.887,0.847,10.747,0.0,10.439,0.033,0.002,0.039
79,SJA2051000,2016,2.517,0.114,475863700.0,32.822,0.632,0.031,46.848,0.87,0.018,0.011,737.429,3.002,52.228,14.95,0.792,14.248,0.0,9.616,0.008,0.003,0.202
80,SJA2051000,2017,2.375,0.114,475863700.0,32.822,0.632,0.031,46.848,0.87,0.018,0.011,819.066,3.002,52.228,14.95,0.792,14.248,0.0,9.616,0.008,0.003,0.202
81,SJA2051000,2018,1.942,0.114,475863700.0,32.822,0.632,0.031,46.848,0.87,0.018,0.011,591.031,3.002,52.228,14.95,0.792,14.248,0.0,9.616,0.008,0.003,0.202
82,SJA2051000,2019,2.09,0.114,475863700.0,32.822,0.632,0.031,46.848,0.87,0.018,0.011,854.842,3.002,52.228,14.95,0.792,14.248,0.0,9.616,0.008,0.003,0.202
83,SJA2051000,2020,2.108,0.114,475863700.0,32.822,0.632,0.031,46.848,0.87,0.018,0.011,849.453,3.002,52.228,14.95,0.792,14.248,0.0,9.616,0.008,0.003,0.202
84,SJA2073000,2017,1.372,0.298,839245825.0,19.995,0.534,0.056,41.614,0.0,0.24,0.025,879.401,3.336,65.899,14.105,1.709,7.287,0.001,9.602,0.031,0.012,0.044
85,SJA2082000,2020,2.425,0.105,2139050.0,45.364,0.443,0.197,11.108,1.0,0.0,0.206,811.439,6.512,37.388,17.248,1.511,17.029,0.001,9.432,0.036,0.005,0.008
86,SJA2095000,2019,3.507,0.284,483630550.0,22.195,0.59,0.046,48.303,0.853,0.099,0.016,736.861,4.807,64.2,13.605,1.435,8.804,0.0,9.79,0.015,0.003,0.046
87,SJA2095000,2020,3.646,0.284,483630550.0,22.195,0.59,0.046,48.303,0.853,0.099,0.016,755.788,4.807,64.2,13.605,1.435,8.804,0.0,9.79,0.015,0.003,0.046
88,SJA2111000,2019,0.892,0.075,80354500.0,36.844,0.481,0.03,51.861,0.815,0.011,0.013,890.723,2.53,48.51,14.646,0.599,17.884,0.0,9.793,0.008,0.001,0.393
89,SJA2115000,2016,0.512,0.0,2315150.0,50.0,0.001,0.0,5.09,1.0,0.0,0.0,823.695,0.0,25.0,25.0,0.46,28.165,0.0,9.832,0.0,0.071,0.928
90,SJA2115000,2017,0.54,0.0,2315150.0,50.0,0.001,0.0,5.09,1.0,0.0,0.0,821.007,0.0,25.0,25.0,0.46,28.165,0.0,9.832,0.0,0.071,0.928
91,SJA2115000,2018,0.775,0.0,2315150.0,50.0,0.001,0.0,5.09,1.0,0.0,0.0,566.774,0.0,25.0,25.0,0.46,28.165,0.0,9.832,0.0,0.071,0.928
92,SJA2115000,2019,0.708,0.0,2315150.0,50.0,0.001,0.0,5.09,1.0,0.0,0.0,726.993,0.0,25.0,25.0,0.46,28.165,0.0,9.832,0.0,0.071,0.928
93,SJA2115000,2020,0.6,0.0,2315150.0,50.0,0.001,0.0,5.09,1.0,0.0,0.0,771.615,0.0,25.0,25.0,0.46,28.165,0.0,9.832,0.0,0.071,0.928
94,SJA2140000,2019,1.956,0.115,73693125.0,27.851,0.66,0.07,53.657,0.752,0.0,0.024,742.783,4.072,57.505,14.644,1.507,12.458,0.0,9.711,0.01,0.003,0.117
95,SJA2140000,2020,2.887,0.115,73693125.0,27.851,0.66,0.07,53.657,0.752,0.0,0.024,758.296,4.072,57.505,14.644,1.507,12.458,0.0,9.711,0.01,0.003,0.117
96,SJA2196000,2017,2.35,0.366,612581225.0,27.798,0.501,0.039,17.406,0.699,0.106,0.016,833.337,2.88,52.601,19.601,1.054,10.187,0.001,10.113,0.02,0.005,0.053
97,SJA2203000,2020,3.425,0.255,1558402450.0,28.457,0.554,0.048,39.678,0.788,0.062,0.021,832.835,4.516,55.444,16.099,1.258,11.333,0.0,9.751,0.02,0.008,0.094
98,SJA2287000,2019,8.977,0.457,25116350.0,22.49,0.316,0.08,25.428,0.866,0.076,0.012,780.385,8.634,58.147,19.364,1.794,8.981,0.0,9.727,0.021,0.003,0.111
99,SJA2287000,2020,7.519,0.457,25116350.0,22.49,0.316,0.08,25.428,0.866,0.076,0.012,800.186,8.634,58.147,19.364,1.794,8.981,0.0,9.727,0.021,0.003,0.111
100,SJA2302000,2016,1.747,0.295,3366484100.0,21.444,0.45,0.055,44.191,0.005,0.078,0.022,838.701,2.919,64.472,14.084,2.048,7.89,0.001,9.306,0.023,0.09,0.037
101,SJA2302000,2017,1.047,0.295,3366484100.0,21.444,0.45,0.055,44.191,0.005,0.078,0.022,848.03,2.919,64.472,14.084,2.048,7.89,0.001,9.306,0.023,0.09,0.037
102,SJA2302000,2018,1.067,0.295,3366484100.0,21.444,0.45,0.055,44.191,0.005,0.078,0.022,563.091,2.919,64.472,14.084,2.048,7.89,0.001,9.306,0.023,0.09,0.037
103,SJA2302000,2019,1.589,0.295,3366484100.0,21.444,0.45,0.055,44.191,0.005,0.078,0.022,744.326,2.919,64.472,14.084,2.048,7.89,0.001,9.306,0.023,0.09,0.037
104,SJA2302000,2020,1.392,0.295,3366484100.0,21.444,0.45,0.055,44.191,0.005,0.078,0.022,768.005,2.919,64.472,14.084,2.048,7.89,0.001,9.306,0.023,0.09,0.037
105,SJA2325000,2019,4.5,0.261,52106000.0,36.484,0.45,0.052,18.855,1.0,0.03,0.023,873.891,6.058,43.619,19.898,1.046,13.427,0.001,9.615,0.016,0.003,0.196
106,SJA2330000,2016,2.75,0.457,20946175.0,12.539,0.372,0.107,37.607,0.729,0.059,0.018,852.375,3.78,76.902,10.558,3.068,4.321,0.0,8.764,0.033,0.002,0.01
107,SJA2346000,2018,0.83,0.003,43269250.0,15.492,0.976,0.013,36.945,1.0,0.0,0.002,554.564,0.933,66.245,18.262,0.686,6.0,0.0,10.065,0.001,0.0,0.005
108,SJA2431000,2020,2.4,0.169,294659100.0,28.614,0.589,0.039,49.438,0.797,0.024,0.024,806.171,4.553,56.773,14.613,1.421,12.144,0.0,9.857,0.021,0.011,0.148
109,SJA2434000,2016,2.375,0.255,278094125.0,32.442,0.62,0.044,13.276,0.307,0.06,0.006,836.713,3.163,44.02,23.539,1.137,10.242,0.0,9.678,0.015,0.002,0.058
110,SJA2488000,2016,0.962,0.295,1027035300.0,19.92,0.505,0.065,52.521,0.036,0.06,0.027,877.885,2.656,67.731,12.349,2.866,7.558,0.001,8.7,0.035,0.024,0.049
111,SJA2589000,2016,1.455,0.181,261406325.0,23.319,0.579,0.038,51.224,0.0,0.059,0.025,850.989,3.218,63.123,13.559,1.953,9.804,0.001,9.054,0.01,0.025,0.099
112,SJA2589000,2017,0.845,0.181,261406325.0,23.319,0.579,0.038,51.224,0.0,0.059,0.025,859.316,3.218,63.123,13.559,1.953,9.804,0.001,9.054,0.01,0.025,0.099
113,SJA2589000,2018,0.755,0.181,261406325.0,23.319,0.579,0.038,51.224,0.0,0.059,0.025,556.646,3.218,63.123,13.559,1.953,9.804,0.001,9.054,0.01,0.025,0.099
114,SJA2589000,2019,1.0,0.181,261406325.0,23.319,0.579,0.038,51.224,0.0,0.059,0.025,771.632,3.218,63.123,13.559,1.953,9.804,0.001,9.054,0.01,0.025,0.099
115,SJA2589000,2020,1.04,0.181,261406325.0,23.319,0.579,0.038,51.224,0.0,0.059,0.025,792.796,3.218,63.123,13.559,1.953,9.804,0.001,9.054,0.01,0.025,0.099
116,SJA2697000,2017,1.66,0.438,41480750.0,17.39,0.4,0.058,42.126,0.0,0.028,0.032,874.148,3.261,70.55,12.06,2.978,6.18,0.001,8.838,0.045,0.012,0.015
117,SJA2741000,2019,2.1,0.183,99581775.0,29.004,0.592,0.062,24.447,0.9,0.006,0.103,735.6,6.34,49.952,21.044,1.168,11.055,0.0,9.688,0.024,0.004,0.031
118,SJA2741000,2020,0.698,0.183,99581775.0,29.004,0.592,0.062,24.447,0.9,0.006,0.103,745.645,6.34,49.952,21.044,1.168,11.055,0.0,9.688,0.024,0.004,0.031
119,SJA2751000,2019,3.05,0.433,36319950.0,22.57,0.473,0.031,24.139,1.0,0.0,0.013,861.342,5.517,57.646,19.783,0.902,7.985,0.0,9.974,0.023,0.003,0.024
120,SJA2752000,2017,1.038,0.192,299236475.0,23.887,0.645,0.027,40.211,1.0,0.017,0.016,872.543,0.783,56.834,19.279,0.969,9.651,0.001,9.524,0.01,0.006,0.103
121,SJA2802000,2016,4.35,0.624,66700925.0,18.375,0.27,0.044,11.117,1.0,0.035,0.016,803.806,5.753,56.891,24.733,1.247,5.706,0.0,10.138,0.021,0.0,0.024
122,SJA2802000,2017,4.325,0.624,66700925.0,18.375,0.27,0.044,11.117,1.0,0.035,0.016,840.686,5.753,56.891,24.733,1.247,5.706,0.0,10.138,0.021,0.0,0.024
123,SJA2802000,2018,4.7,0.624,66700925.0,18.375,0.27,0.044,11.117,1.0,0.035,0.016,564.138,5.753,56.891,24.733,1.247,5.706,0.0,10.138,0.021,0.0,0.024
124,SJA2802000,2019,3.6,0.624,66700925.0,18.375,0.27,0.044,11.117,1.0,0.035,0.016,747.807,5.753,56.891,24.733,1.247,5.706,0.0,10.138,0.021,0.0,0.024
125,SJA2802000,2020,3.3,0.624,66700925.0,18.375,0.27,0.044,11.117,1.0,0.035,0.016,792.736,5.753,56.891,24.733,1.247,5.706,0.0,10.138,0.021,0.0,0.024
126,SJA2839000,2017,1.108,0.152,77609375.0,26.769,0.62,0.051,48.065,0.969,0.062,0.019,887.818,2.123,60.077,13.154,3.099,11.341,0.0,8.506,0.017,0.034,0.107
127,SJA2954000,2020,1.522,0.232,42615425.0,24.025,0.499,0.093,47.995,0.953,0.093,0.014,778.911,5.331,60.986,14.989,0.987,12.107,0.0,9.876,0.011,0.002,0.149
128,SJA3019000,2019,1.572,0.24,118891750.0,28.459,0.584,0.052,19.419,0.832,0.059,0.015,895.831,7.351,50.513,21.028,1.186,10.287,0.0,9.712,0.024,0.008,0.077
129,SJA3124000,2016,1.917,0.344,240503125.0,19.65,0.47,0.1,39.615,0.0,0.036,0.016,858.075,3.065,66.981,13.369,3.507,6.884,0.001,8.334,0.033,0.012,0.024
130,SJA3124000,2017,1.45,0.344,240503125.0,19.65,0.47,0.1,39.615,0.0,0.036,0.016,816.368,3.065,66.981,13.369,3.507,6.884,0.001,8.334,0.033,0.012,0.024
131,SJA3124000,2018,1.312,0.344,240503125.0,19.65,0.47,0.1,39.615,0.0,0.036,0.016,571.326,3.065,66.981,13.369,3.507,6.884,0.001,8.334,0.033,0.012,0.024
132,SJA3124000,2019,1.38,0.344,240503125.0,19.65,0.47,0.1,39.615,0.0,0.036,0.016,707.057,3.065,66.981,13.369,3.507,6.884,0.001,8.334,0.033,0.012,0.024
133,SJA3124000,2020,1.375,0.344,240503125.0,19.65,0.47,0.1,39.615,0.0,0.036,0.016,717.633,3.065,66.981,13.369,3.507,6.884,0.001,8.334,0.033,0.012,0.024
134,SJA3251000,2019,2.26,0.303,1485631450.0,24.698,0.517,0.04,26.246,0.794,0.107,0.014,854.688,3.073,54.723,20.579,0.897,9.544,0.0,9.806,0.02,0.005,0.1
135,SJA3251000,2020,2.475,0.303,1485631450.0,24.698,0.517,0.04,26.246,0.794,0.107,0.014,882.649,3.073,54.723,20.579,0.897,9.544,0.0,9.806,0.02,0.005,0.1
136,SJA3336000,2020,8.0,0.489,79572825.0,24.751,0.344,0.096,11.809,0.534,0.017,0.028,782.934,8.33,53.126,22.122,1.317,8.112,0.0,10.022,0.025,0.001,0.017
137,SJA3363000,2019,0.752,0.133,47045675.0,13.35,0.676,0.08,95.344,0.626,0.007,0.017,813.756,5.85,78.152,8.498,1.431,7.478,0.001,9.721,0.015,0.007,0.072
138,SJA3440000,2017,1.44,0.191,155933200.0,23.02,0.755,0.014,39.344,1.0,0.001,0.007,852.479,1.238,60.508,16.471,0.939,8.322,0.001,9.809,0.005,0.001,0.026
139,SJA3473000,2017,2.975,0.161,26469500.0,37.241,0.49,0.029,8.655,1.0,0.0,0.014,864.125,2.256,39.905,22.853,0.81,16.816,0.001,10.288,0.022,0.01,0.274
140,SJA3476000,2016,1.622,0.075,354436300.0,33.579,0.612,0.014,35.025,0.627,0.006,0.104,945.94,10.093,46.413,20.008,2.868,14.791,0.0,8.874,0.012,0.017,0.167
141,SJA3476000,2017,1.55,0.075,354436300.0,33.579,0.612,0.014,35.025,0.627,0.006,0.104,878.313,10.093,46.413,20.008,2.868,14.791,0.0,8.874,0.012,0.017,0.167
